Date,Close
,
19-09-2018,609.2
18-09-2018,608.45
17-09-2018,626.05
14-09-2018,636.25
12/9/2018,635.55
11/9/2018,650.5
10/9/2018,651.55
7/9/2018,645.15
6/9/2018,639.05
5/9/2018,637.4
4/9/2018,640.5
3/9/2018,631.75
31-08-2018,649.2
30-08-2018,649.55
29-08-2018,656.55
28-08-2018,660.6
27-08-2018,650.05
24-08-2018,639.6
23-08-2018,631.8
21-08-2018,636.2
20-08-2018,624.2
17-08-2018,627.1
16-08-2018,623.85
14-08-2018,618.3
13-08-2018,605.3
10/8/2018,615.65
9/8/2018,619.45
8/8/2018,596.4
7/8/2018,592.05
6/8/2018,596.5
3/8/2018,574.35
2/8/2018,546.1
1/8/2018,544.9
31-07-2018,550.1
30-07-2018,568.45
27-07-2018,553.65
26-07-2018,541.65
25-07-2018,531.85
24-07-2018,546
23-07-2018,540.8
20-07-2018,534.45
19-07-2018,527.3
18-07-2018,524.2
17-07-2018,538.05
16-07-2018,523.1
13-07-2018,523.9
12/7/2018,537.25
11/7/2018,536.6
10/7/2018,532.55
9/7/2018,523.65
6/7/2018,514.25
5/7/2018,510.9
4/7/2018,514.3
3/7/2018,512
2/7/2018,512.6
29-06-2018,510.4
28-06-2018,504.95
27-06-2018,507.6
26-06-2018,514.05
25-06-2018,515.15
22-06-2018,524.65
21-06-2018,513.25
20-06-2018,519.15
19-06-2018,516.75
18-06-2018,522.05
15-06-2018,528
14-06-2018,531.75
13-06-2018,539.75
12/6/2018,536.8
11/6/2018,540.1
8/6/2018,536.45
7/6/2018,542.15
6/6/2018,530.2
5/6/2018,529.8
4/6/2018,536.05
1/6/2018,537.15
31-05-2018,543.3
30-05-2018,539.9
29-05-2018,545.9
28-05-2018,546.45
25-05-2018,538.45
24-05-2018,534.45
23-05-2018,520.35
22-05-2018,523.3
21-05-2018,528.7
18-05-2018,532.7
17-05-2018,539.5
16-05-2018,549.35
15-05-2018,549.45
14-05-2018,552.25
11/5/2018,553.2
10/5/2018,547.65
9/5/2018,548.6
8/5/2018,541.25
7/5/2018,534.95
4/5/2018,520.3
3/5/2018,532.4
2/5/2018,523.45
30-04-2018,518.05
27-04-2018,538.9
26-04-2018,494.55
25-04-2018,498.4
24-04-2018,505.25
23-04-2018,506.45
20-04-2018,505.85
19-04-2018,513.5
18-04-2018,518.7
17-04-2018,532.55
16-04-2018,542.2
13-04-2018,541.9
12/4/2018,548.3
11/4/2018,539.5
10/4/2018,546
9/4/2018,517.9
6/4/2018,500.7
5/4/2018,503.15
4/4/2018,490.15
3/4/2018,503.3
2/4/2018,498.2
28-03-2018,509.4
27-03-2018,511.25
26-03-2018,507.5
23-03-2018,501
22-03-2018,518.3
21-03-2018,525.35
20-03-2018,520.9
19-03-2018,520.25
16-03-2018,523.45
15-03-2018,528.95
14-03-2018,535.55
13-03-2018,530.8
12/3/2018,519.2
9/3/2018,505.35
8/3/2018,520.15
7/3/2018,512.8
6/3/2018,516.8
5/3/2018,523.65
1/3/2018,526.1
28-02-2018,529.6
27-02-2018,537.5
26-02-2018,552.3
23-02-2018,536.55
22-02-2018,530
21-02-2018,535.2
20-02-2018,531.7
19-02-2018,539.45
16-02-2018,537.75
15-02-2018,543.75
14-02-2018,543.95
12/2/2018,562.8
9/2/2018,557.5
8/2/2018,568.5
7/2/2018,558.7
6/2/2018,564.1
5/2/2018,566.1
2/2/2018,564.95
1/2/2018,590.2
31-01-2018,593.4
30-01-2018,593.4
29-01-2018,605.4
25-01-2018,613.75
24-01-2018,607.9
23-01-2018,618.9
22-01-2018,611.05
19-01-2018,590.25
18-01-2018,583.7
17-01-2018,584.75
16-01-2018,558.75
15-01-2018,560.7
12/1/2018,555.75
11/1/2018,558.25
10/1/2018,562.55
9/1/2018,565.15
8/1/2018,565.35
5/1/2018,563.1
4/1/2018,559.3
3/1/2018,560.35
2/1/2018,559.7
1/1/2018,564.85
29-12-2017,562.4
28-12-2017,547.4
27-12-2017,554.55
26-12-2017,554.35
22-12-2017,553.5
21-12-2017,549.4
20-12-2017,554.9
19-12-2017,552.85
18-12-2017,548.25
15-12-2017,548.1
14-12-2017,541.6
13-12-2017,534.95
12/12/2017,538.3
11/12/2017,543.5
8/12/2017,542.45
7/12/2017,534.15
6/12/2017,529.8
5/12/2017,533.75
4/12/2017,534.9
1/12/2017,533.6
30-11-2017,536
29-11-2017,549.15
28-11-2017,562.2
27-11-2017,559.65
24-11-2017,544.8
23-11-2017,544.25
22-11-2017,540.05
21-11-2017,546.75
20-11-2017,544.85
17-11-2017,541.9
16-11-2017,542.55
15-11-2017,542.1
14-11-2017,546.25
13-11-2017,537.8
10/11/2017,544.5
9/11/2017,540.6
8/11/2017,545.05
7/11/2017,527.1
6/11/2017,533.55
3/11/2017,540
2/11/2017,530.1
1/11/2017,533.75
31-10-2017,523.05
30-10-2017,484.3
27-10-2017,484.5
26-10-2017,484.4
25-10-2017,472.7
24-10-2017,451.85
23-10-2017,449.9
19-10-2017,460.35
18-10-2017,464.35
17-10-2017,513.2
16-10-2017,520.7
13-10-2017,529.45
12/10/2017,524.65
11/10/2017,515.55
10/10/2017,513.95
9/10/2017,505.15
6/10/2017,504.45
5/10/2017,501.15
4/10/2017,505.3
3/10/2017,508.5
29-09-2017,508.8
28-09-2017,511.75
27-09-2017,505.5
26-09-2017,510.4
25-09-2017,501.3
22-09-2017,505.05
21-09-2017,512.25
20-09-2017,519.35
19-09-2017,520.85
18-09-2017,523.55
15-09-2017,517.55
14-09-2017,519.75
13-09-2017,498.8
12/9/2017,495.55
11/9/2017,493.2
8/9/2017,493.25
7/9/2017,496.5
6/9/2017,493.5
5/9/2017,502.5
4/9/2017,502.35
1/9/2017,507.65
31-08-2017,500.65
30-08-2017,504.7
29-08-2017,503.65
28-08-2017,510.75
24-08-2017,505.6
23-08-2017,503
22-08-2017,499.15
21-08-2017,494.15
18-08-2017,490.7
17-08-2017,496.8
16-08-2017,499.1
14-08-2017,491.25
11/8/2017,489.95
10/8/2017,486.9
9/8/2017,488.65
8/8/2017,499.3
7/8/2017,506
4/8/2017,508.45
3/8/2017,506
2/8/2017,516.4
1/8/2017,516.15
31-07-2017,518.85
28-07-2017,515
27-07-2017,524.7
26-07-2017,528.85
25-07-2017,544.65
24-07-2017,534.3
21-07-2017,540.2
20-07-2017,540.3
19-07-2017,520.15
18-07-2017,517
17-07-2017,510.95
14-07-2017,513.1
13-07-2017,512
12/7/2017,507.3
11/7/2017,507.5
10/7/2017,509.75
7/7/2017,503.3
6/7/2017,509.65
5/7/2017,513.8
4/7/2017,509
3/7/2017,517.75
30-06-2017,516.1
29-06-2017,511.7
28-06-2017,494.5
27-06-2017,492.8
23-06-2017,504.6
22-06-2017,507.9
21-06-2017,507.55
20-06-2017,511.8
19-06-2017,519.9
16-06-2017,510
15-06-2017,508.05
14-06-2017,508.2
13-06-2017,506.3
12/6/2017,507.4
9/6/2017,513.45
8/6/2017,514.7
7/6/2017,513.3
6/6/2017,510.35
5/6/2017,513.05
2/6/2017,507.85
1/6/2017,509.5
31-05-2017,514.2
30-05-2017,512.75
29-05-2017,505.95
26-05-2017,511.4
25-05-2017,506.35
24-05-2017,499.2
23-05-2017,500.7
22-05-2017,502.05
19-05-2017,500.85
