Date,Close
,
19-09-2018,320.85
18-09-2018,318.7
17-09-2018,325.45
14-09-2018,328.15
12/9/2018,323.1
11/9/2018,326.6
10/9/2018,333.05
7/9/2018,335.05
6/9/2018,328.45
5/9/2018,329.95
4/9/2018,328.3
3/9/2018,334.05
31-08-2018,342.65
30-08-2018,344.4
29-08-2018,340.65
28-08-2018,338.85
27-08-2018,339.9
24-08-2018,330.1
23-08-2018,336.9
21-08-2018,338.9
20-08-2018,338.35
17-08-2018,340.05
16-08-2018,334.45
14-08-2018,332.3
13-08-2018,325.25
10/8/2018,328.15
9/8/2018,332.95
8/8/2018,318.2
7/8/2018,313.1
6/8/2018,315.05
3/8/2018,304.8
2/8/2018,297.85
1/8/2018,299.05
31-07-2018,303.95
30-07-2018,307.25
27-07-2018,293.3
26-07-2018,285.8
25-07-2018,274.6
24-07-2018,274.5
23-07-2018,274.85
20-07-2018,266
19-07-2018,261.2
18-07-2018,262.6
17-07-2018,266.3
16-07-2018,259.3
13-07-2018,268.05
12/7/2018,272.4
11/7/2018,268.85
10/7/2018,273.4
9/7/2018,271.25
6/7/2018,270
5/7/2018,271.6
4/7/2018,273.2
3/7/2018,272.95
2/7/2018,277.45
29-06-2018,275.5
28-06-2018,271.15
27-06-2018,278.9
26-06-2018,288
25-06-2018,289.45
22-06-2018,300.85
21-06-2018,297.55
20-06-2018,293.25
19-06-2018,292
18-06-2018,292.5
15-06-2018,282.3
14-06-2018,284.65
13-06-2018,290.8
12/6/2018,287.25
11/6/2018,286.75
8/6/2018,288.3
7/6/2018,290.95
6/6/2018,283.8
5/6/2018,283.9
4/6/2018,286.2
1/6/2018,289.5
31-05-2018,285.6
30-05-2018,285.25
29-05-2018,290.65
28-05-2018,299.25
25-05-2018,296.5
24-05-2018,297.25
23-05-2018,291.7
22-05-2018,290.75
21-05-2018,289.65
18-05-2018,286.4
17-05-2018,295.9
16-05-2018,297.9
15-05-2018,308
14-05-2018,309.95
11/5/2018,311.1
10/5/2018,307
9/5/2018,307.1
8/5/2018,309.25
7/5/2018,289.4
4/5/2018,282.9
3/5/2018,281.8
2/5/2018,277.1
30-04-2018,284.45
27-04-2018,288.05
26-04-2018,278.75
25-04-2018,278.9
24-04-2018,284.2
23-04-2018,279.55
20-04-2018,281.95
19-04-2018,289.15
18-04-2018,290.2
17-04-2018,291.7
16-04-2018,287.4
13-04-2018,288.2
12/4/2018,286.45
11/4/2018,284.1
10/4/2018,288.9
9/4/2018,280.45
6/4/2018,280.6
5/4/2018,277.9
4/4/2018,268.45
3/4/2018,269.6
2/4/2018,261.9
28-03-2018,278.4
27-03-2018,283.9
26-03-2018,281.45
23-03-2018,275.8
22-03-2018,283.55
21-03-2018,289.6
20-03-2018,291.75
19-03-2018,295
16-03-2018,298.1
15-03-2018,301.45
14-03-2018,306.35
13-03-2018,304
12/3/2018,300.7
9/3/2018,292.7
